count,nisin,day,temperature,ph,strain,inoculum,milk_batch,milk_age,milk_apc,cheese_make,cheese_plate,rep
61300,Y,14,6,6,10403S,32700000,10-Dec-16,17,0,6-Dec-16,f,1
288500,Y,14,6,6,5621,27300000,10-Dec-16,17,0,6-Dec-16,f,1
1640000,Y,14,6,6,5623,27600000,10-Dec-16,17,0,6-Dec-16,f,1
912500,Y,14,6,6,5624,27600000,10-Dec-16,17,0,6-Dec-16,f,1
13800000,Y,14,6,6,5625,17400000,10-Dec-16,17,0,6-Dec-16,f,1
125450000,N,1,6,6,10403S,2860000,13-Jan-17,13,0,5-Jan-17,a,2
176500000,N,1,6,6,5621,2450000,13-Jan-17,13,0,5-Jan-17,a,2
216500000,N,1,6,6,5623,17400000,13-Jan-17,13,0,5-Jan-17,a,2
207500000,N,1,6,6,5624,24900000,13-Jan-17,13,0,5-Jan-17,a,2
175000000,N,1,6,6,5625,17100000,13-Jan-17,13,0,5-Jan-17,a,2
6845000,Y,1,6,6,10403S,2860000,13-Jan-17,13,0,5-Jan-17,b,2
13200000,Y,1,6,6,5621,2450000,13-Jan-17,13,0,5-Jan-17,b,2
13795000,Y,1,6,6,5623,17400000,13-Jan-17,13,0,5-Jan-17,b,2
10215000,Y,1,6,6,5624,24900000,13-Jan-17,13,0,5-Jan-17,b,2
13002000,Y,1,6,6,5625,17100000,13-Jan-17,13,0,5-Jan-17,b,2
104100000,N,7,6,6,10403S,2860000,13-Jan-17,13,0,5-Jan-17,c,2
839000000,N,7,6,6,5621,2450000,13-Jan-17,13,0,5-Jan-17,c,2
993500000,N,7,6,6,5623,17400000,13-Jan-17,13,0,5-Jan-17,c,2
1675000000,N,7,6,6,5624,24900000,13-Jan-17,13,0,5-Jan-17,c,2
854000000,N,7,6,6,5625,17100000,13-Jan-17,13,0,5-Jan-17,c,2
283000,Y,7,6,6,10403S,2860000,13-Jan-17,13,0,5-Jan-17,d,2
761500,Y,7,6,6,5621,2450000,13-Jan-17,13,0,5-Jan-17,d,2
1095000,Y,7,6,6,5623,17400000,13-Jan-17,13,0,5-Jan-17,d,2
1129500,Y,7,6,6,5624,24900000,13-Jan-17,13,0,5-Jan-17,d,2
497000,Y,7,6,6,5625,17100000,13-Jan-17,13,0,5-Jan-17,d,2
219235000,N,14,6,6,10403S,2860000,13-Jan-17,13,0,5-Jan-17,e,2
1825000000,N,14,6,6,5621,2450000,13-Jan-17,13,0,5-Jan-17,e,2
170806500,N,14,6,6,5623,17400000,13-Jan-17,13,0,5-Jan-17,e,2
170806500,N,14,6,6,5624,24900000,13-Jan-17,13,0,5-Jan-17,e,2
1097500000,N,14,6,6,5625,17100000,13-Jan-17,13,0,5-Jan-17,e,2
123500,Y,14,6,6,10403S,2860000,13-Jan-17,13,0,5-Jan-17,f,2
746000,Y,14,6,6,5621,2450000,13-Jan-17,13,0,5-Jan-17,f,2
337500,Y,14,6,6,5623,17400000,13-Jan-17,13,0,5-Jan-17,f,2
317000,Y,14,6,6,5624,24900000,13-Jan-17,13,0,5-Jan-17,f,2
18250000,Y,14,6,6,5625,17100000,13-Jan-17,13,0,5-Jan-17,f,2
190000000,N,1,6,6,10403S,26100000,20-Jan-17,13,30.6,12-Jan-17,a,3
231000000,N,1,6,6,5621,22800000,20-Jan-17,13,30.6,12-Jan-17,a,3
170500,N,1,6,6,5623,35000000,20-Jan-17,13,30.6,12-Jan-17,a,3
104165000,N,1,6,6,5624,42700000,20-Jan-17,13,30.6,12-Jan-17,a,3
24950000,N,1,6,6,5625,34400000,20-Jan-17,13,30.6,12-Jan-17,a,3
19900000,Y,1,6,6,10403S,26100000,20-Jan-17,13,30.6,12-Jan-17,b,3
7385000,Y,1,6,6,5621,22800000,20-Jan-17,13,30.6,12-Jan-17,b,3
11900000,Y,1,6,6,5623,35000000,20-Jan-17,13,30.6,12-Jan-17,b,3
9320000,Y,1,6,6,5624,42700000,20-Jan-17,13,30.6,12-Jan-17,b,3
15400000,Y,1,6,6,5625,34400000,20-Jan-17,13,30.6,12-Jan-17,b,3
1100000000,N,7,6,6,10403S,26100000,20-Jan-17,13,30.6,12-Jan-17,c,3
1475000000,N,7,6,6,5621,22800000,20-Jan-17,13,30.6,12-Jan-17,c,3
1185000000,N,7,6,6,5623,35000000,20-Jan-17,13,30.6,12-Jan-17,c,3
1585000000,N,7,6,6,5624,42700000,20-Jan-17,13,30.6,12-Jan-17,c,3
1460000000,N,7,6,6,5625,34400000,20-Jan-17,13,30.6,12-Jan-17,c,3
117500,Y,7,6,6,10403S,26100000,20-Jan-17,13,30.6,12-Jan-17,d,3
655500,Y,7,6,6,5621,22800000,20-Jan-17,13,30.6,12-Jan-17,d,3
146000,Y,7,6,6,5623,35000000,20-Jan-17,13,30.6,12-Jan-17,d,3
676000,Y,7,6,6,5624,42700000,20-Jan-17,13,30.6,12-Jan-17,d,3
4295000,Y,7,6,6,5625,34400000,20-Jan-17,13,30.6,12-Jan-17,d,3
960000000,N,14,6,6,10403S,26100000,20-Jan-17,13,30.6,12-Jan-17,e,3
1312500000,N,14,6,6,5621,22800000,20-Jan-17,13,30.6,12-Jan-17,e,3
1226500000,N,14,6,6,5623,35000000,20-Jan-17,13,30.6,12-Jan-17,e,3
1155000000,N,14,6,6,5624,42700000,20-Jan-17,13,30.6,12-Jan-17,e,3
1265000000,N,14,6,6,5625,34400000,20-Jan-17,13,30.6,12-Jan-17,e,3
89950,Y,14,6,6,10403S,26100000,20-Jan-17,13,30.6,12-Jan-17,f,3
373000,Y,14,6,6,5621,22800000,20-Jan-17,13,30.6,12-Jan-17,f,3
239000,Y,14,6,6,5623,35000000,20-Jan-17,13,30.6,12-Jan-17,f,3
426500,Y,14,6,6,5624,42700000,20-Jan-17,13,30.6,12-Jan-17,f,3
5850000,Y,14,6,6,5625,34400000,20-Jan-17,13,30.6,12-Jan-17,f,3
185000000,N,1,6,5.5,10403S,35800000,18-Dec-16,8,164,7-Dec-16,a,1
159000000,N,1,6,5.5,5621,31700000,18-Dec-16,8,164,7-Dec-16,a,1
240500000,N,1,6,5.5,5623,27600000,18-Dec-16,8,164,7-Dec-16,a,1
204500000,N,1,6,5.5,5624,6140000,18-Dec-16,8,164,7-Dec-16,a,1
237500000,N,1,6,5.5,5625,31700000,18-Dec-16,8,164,7-Dec-16,a,1
72050000,Y,1,6,5.5,10403S,35800000,18-Dec-16,8,164,7-Dec-16,b,1
77850000,Y,1,6,5.5,5621,31700000,18-Dec-16,8,164,7-Dec-16,b,1
74600000,Y,1,6,5.5,5623,27600000,18-Dec-16,8,164,7-Dec-16,b,1
53200000,Y,1,6,5.5,5624,6140000,18-Dec-16,8,164,7-Dec-16,b,1
66850000,Y,1,6,5.5,5625,31700000,18-Dec-16,8,164,7-Dec-16,b,1
339000000,N,7,6,5.5,10403S,35800000,18-Dec-16,8,164,7-Dec-16,c,1
425500000,N,7,6,5.5,5621,31700000,18-Dec-16,8,164,7-Dec-16,c,1
385000000,N,7,6,5.5,5623,27600000,18-Dec-16,8,164,7-Dec-16,c,1
367500000,N,7,6,5.5,5624,6140000,18-Dec-16,8,164,7-Dec-16,c,1
363000000,N,7,6,5.5,5625,31700000,18-Dec-16,8,164,7-Dec-16,c,1
23400000,Y,7,6,5.5,10403S,35800000,18-Dec-16,8,164,7-Dec-16,d,1
63100000,Y,7,6,5.5,5621,31700000,18-Dec-16,8,164,7-Dec-16,d,1
37600000,Y,7,6,5.5,5623,27600000,18-Dec-16,8,164,7-Dec-16,d,1
10235000,Y,7,6,5.5,5624,6140000,18-Dec-16,8,164,7-Dec-16,d,1
65650000,Y,7,6,5.5,5625,31700000,18-Dec-16,8,164,7-Dec-16,d,1
511500000,N,14,6,5.5,10403S,35800000,18-Dec-16,8,164,7-Dec-16,e,1
803500000,N,14,6,5.5,5621,31700000,18-Dec-16,8,164,7-Dec-16,e,1
624000000,N,14,6,5.5,5623,27600000,18-Dec-16,8,164,7-Dec-16,e,1
734500000,N,14,6,5.5,5624,6140000,18-Dec-16,8,164,7-Dec-16,e,1
595500000,N,14,6,5.5,5625,31700000,18-Dec-16,8,164,7-Dec-16,e,1
202500000,Y,14,6,5.5,10403S,35800000,18-Dec-16,8,164,7-Dec-16,f,1
202500000,Y,14,6,5.5,5621,31700000,18-Dec-16,8,164,7-Dec-16,f,1
11850000,Y,14,6,5.5,5623,27600000,18-Dec-16,8,164,7-Dec-16,f,1
24550000,Y,14,6,5.5,5624,6140000,18-Dec-16,8,164,7-Dec-16,f,1
95050000,Y,14,6,5.5,5625,31700000,18-Dec-16,8,164,7-Dec-16,f,1
76450000,N,1,6,5.5,10403S,409000,20-Jan-17,7,0,6-Jan-17,a,2
136000000,N,1,6,5.5,5621,28200000,20-Jan-17,7,0,6-Jan-17,a,2
103500000,N,1,6,5.5,5623,24800000,20-Jan-17,7,0,6-Jan-17,a,2
182000000,N,1,6,5.5,5624,30400000,20-Jan-17,7,0,6-Jan-17,a,2
154000000,N,1,6,5.5,5625,21000000,20-Jan-17,7,0,6-Jan-17,a,2
94000000,Y,1,6,5.5,10403S,409000,20-Jan-17,7,0,6-Jan-17,b,2
102450000,Y,1,6,5.5,5621,28200000,20-Jan-17,7,0,6-Jan-17,b,2
144500000,Y,1,6,5.5,5623,24800000,20-Jan-17,7,0,6-Jan-17,b,2
119500000,Y,1,6,5.5,5624,30400000,20-Jan-17,7,0,6-Jan-17,b,2
146000000,Y,1,6,5.5,5625,21000000,20-Jan-17,7,0,6-Jan-17,b,2
262000000,N,7,6,5.5,10403S,409000,20-Jan-17,7,0,6-Jan-17,c,2
198500000,N,7,6,5.5,5621,28200000,20-Jan-17,7,0,6-Jan-17,c,2
202000000,N,7,6,5.5,5623,24800000,20-Jan-17,7,0,6-Jan-17,c,2
411500000,N,7,6,5.5,5624,30400000,20-Jan-17,7,0,6-Jan-17,c,2
327000000,N,7,6,5.5,5625,21000000,20-Jan-17,7,0,6-Jan-17,c,2
71400000,Y,7,6,5.5,10403S,409000,20-Jan-17,7,0,6-Jan-17,d,2
33150000,Y,7,6,5.5,5621,28200000,20-Jan-17,7,0,6-Jan-17,d,2
86650000,Y,7,6,5.5,5623,24800000,20-Jan-17,7,0,6-Jan-17,d,2
31600000,Y,7,6,5.5,5624,30400000,20-Jan-17,7,0,6-Jan-17,d,2
97750000,Y,7,6,5.5,5625,21000000,20-Jan-17,7,0,6-Jan-17,d,2
334000000,N,14,6,5.5,10403S,409000,20-Jan-17,7,0,6-Jan-17,e,2
308000000,N,14,6,5.5,5621,28200000,20-Jan-17,7,0,6-Jan-17,e,2
423000000,N,14,6,5.5,5623,24800000,20-Jan-17,7,0,6-Jan-17,e,2
544500000,N,14,6,5.5,5624,30400000,20-Jan-17,7,0,6-Jan-17,e,2
334000000,N,14,6,5.5,5625,21000000,20-Jan-17,7,0,6-Jan-17,e,2
54600000,Y,14,6,5.5,10403S,409000,20-Jan-17,7,0,6-Jan-17,f,2
89000000,Y,14,6,5.5,5621,28200000,20-Jan-17,7,0,6-Jan-17,f,2
10305000,Y,14,6,5.5,5623,24800000,20-Jan-17,7,0,6-Jan-17,f,2
20400000,Y,14,6,5.5,5624,30400000,20-Jan-17,7,0,6-Jan-17,f,2
122000000,Y,14,6,5.5,5625,21000000,20-Jan-17,7,0,6-Jan-17,f,2
19700000,N,1,6,5.5,10403S,16400000,27-Jan-17,7,20.4,13-Jan-17,a,3
17600000,N,1,6,5.5,5621,14600000,27-Jan-17,7,20.4,13-Jan-17,a,3
28600000,N,1,6,5.5,5623,32900000,27-Jan-17,7,20.4,13-Jan-17,a,3
30000000,N,1,6,5.5,5624,11700000,27-Jan-17,7,20.4,13-Jan-17,a,3
31950000,N,1,6,5.5,5625,10200000,27-Jan-17,7,20.4,13-Jan-17,a,3
10410000,Y,1,6,5.5,10403S,16400000,27-Jan-17,7,20.4,13-Jan-17,b,3
18400000,Y,1,6,5.5,5621,14600000,27-Jan-17,7,20.4,13-Jan-17,b,3
5455000,Y,1,6,5.5,5623,32900000,27-Jan-17,7,20.4,13-Jan-17,b,3
8265000,Y,1,6,5.5,5624,11700000,27-Jan-17,7,20.4,13-Jan-17,b,3
10400000,Y,1,6,5.5,5625,10200000,27-Jan-17,7,20.4,13-Jan-17,b,3
24650000,N,7,6,5.5,10403S,16400000,27-Jan-17,7,20.4,13-Jan-17,c,3
15900000,N,7,6,5.5,5621,14600000,27-Jan-17,7,20.4,13-Jan-17,c,3
22750000,N,7,6,5.5,5623,32900000,27-Jan-17,7,20.4,13-Jan-17,c,3
37300000,N,7,6,5.5,5624,11700000,27-Jan-17,7,20.4,13-Jan-17,c,3
20800000,N,7,6,5.5,5625,10200000,27-Jan-17,7,20.4,13-Jan-17,c,3
1995000,Y,7,6,5.5,10403S,16400000,27-Jan-17,7,20.4,13-Jan-17,d,3
2925000,Y,7,6,5.5,5621,14600000,27-Jan-17,7,20.4,13-Jan-17,d,3
517500,Y,7,6,5.5,5623,32900000,27-Jan-17,7,20.4,13-Jan-17,d,3
458500,Y,7,6,5.5,5624,11700000,27-Jan-17,7,20.4,13-Jan-17,d,3
1245000,Y,7,6,5.5,5625,10200000,27-Jan-17,7,20.4,13-Jan-17,d,3
21150000,N,14,6,5.5,10403S,16400000,27-Jan-17,7,20.4,13-Jan-17,e,3
16950000,N,14,6,5.5,5621,14600000,27-Jan-17,7,20.4,13-Jan-17,e,3
22350000,N,14,6,5.5,5623,32900000,27-Jan-17,7,20.4,13-Jan-17,e,3
33400000,N,14,6,5.5,5624,11700000,27-Jan-17,7,20.4,13-Jan-17,e,3
24200000,N,14,6,5.5,5625,10200000,27-Jan-17,7,20.4,13-Jan-17,e,3
836500,Y,14,6,5.5,10403S,16400000,27-Jan-17,7,20.4,13-Jan-17,f,3
3190000,Y,14,6,5.5,5621,14600000,27-Jan-17,7,20.4,13-Jan-17,f,3
310500,Y,14,6,5.5,5623,32900000,27-Jan-17,7,20.4,13-Jan-17,f,3
608500,Y,14,6,5.5,5624,11700000,27-Jan-17,7,20.4,13-Jan-17,f,3
1526000,Y,14,6,5.5,5625,10200000,27-Jan-17,7,20.4,13-Jan-17,f,3
